event_id,shipment_id,event_timestamp,event_type,severity,delay_minutes,location,description
EVT-001491,SHP-0416,2026-08-06 18:30:29.105229,TRAFFIC_DELAY,MEDIUM,175,R-009,Traffic congestion reported along shipment route.
EVT-001492,SHP-0416,2026-08-06 18:45:29.105229,ETA_UPDATE,MEDIUM,175,R-009,Estimated arrival time updated following operational disruption.
EVT-001493,SHP-0416,2026-08-06 21:25:29.105229,DISRUPTION_RESOLVED,INFO,175,R-009,Historical operational disruption resolved.
EVT-001494,SHP-0416,2026-08-06 23:19:00.000000,ARRIVAL,INFO,175,FRA-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-001495,SHP-0417,2026-08-23 13:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001496,SHP-0417,2026-08-23 15:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001497,SHP-0417,2026-08-23 17:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-001498,SHP-0418,2026-08-23 21:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001499,SHP-0418,2026-08-24 00:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001500,SHP-0418,2026-08-24 04:24:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-001501,SHP-0419,2026-08-22 12:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001502,SHP-0419,2026-08-22 13:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001503,SHP-0419,2026-08-22 15:48:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-001504,SHP-0420,2026-08-28 17:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-001505,SHP-0420,2026-08-28 20:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001506,SHP-0420,2026-08-29 00:06:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-001507,SHP-0421,2026-08-02 01:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-001508,SHP-0421,2026-08-02 08:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001509,SHP-0421,2026-08-02 15:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-001510,SHP-0422,2026-08-13 20:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001511,SHP-0422,2026-08-14 04:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001512,SHP-0422,2026-08-14 12:00:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-001513,SHP-0423,2026-08-24 03:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-001514,SHP-0423,2026-08-24 10:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001515,SHP-0423,2026-08-24 14:38:22.249357,WEATHER_DISRUPTION,MEDIUM,287,R-012,Severe weather conditions affecting transport operations.
EVT-001516,SHP-0423,2026-08-24 14:53:22.249357,ETA_UPDATE,MEDIUM,287,R-012,Estimated arrival time updated following operational disruption.
EVT-001517,SHP-0423,2026-08-24 19:25:22.249357,DISRUPTION_RESOLVED,INFO,287,R-012,Historical operational disruption resolved.
EVT-001518,SHP-0423,2026-08-24 22:41:00.000000,ARRIVAL,INFO,287,PAR-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-001519,SHP-0424,2026-08-05 19:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-001520,SHP-0424,2026-08-05 21:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001521,SHP-0424,2026-08-05 23:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-001522,SHP-0425,2026-08-11 18:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001523,SHP-0425,2026-08-11 21:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001524,SHP-0425,2026-08-11 21:59:29.183238,TRAFFIC_DELAY,MEDIUM,295,R-007,Traffic congestion reported along shipment route.
EVT-001525,SHP-0425,2026-08-11 22:14:29.183238,ETA_UPDATE,MEDIUM,295,R-007,Estimated arrival time updated following operational disruption.
EVT-001526,SHP-0425,2026-08-12 02:54:29.183238,DISRUPTION_RESOLVED,INFO,295,R-007,Historical operational disruption resolved.
EVT-001527,SHP-0425,2026-08-12 06:01:00.000000,ARRIVAL,INFO,295,PAR-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-001528,SHP-0426,2026-08-21 11:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001529,SHP-0426,2026-08-21 12:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001530,SHP-0426,2026-08-21 13:49:30.124735,WEATHER_DISRUPTION,HIGH,381,R-004,Severe weather conditions affecting transport operations.
EVT-001531,SHP-0426,2026-08-21 14:04:30.124735,ETA_UPDATE,HIGH,381,R-004,Estimated arrival time updated following operational disruption.
EVT-001532,SHP-0426,2026-08-21 20:10:30.124735,DISRUPTION_RESOLVED,INFO,381,R-004,Historical operational disruption resolved.
EVT-001533,SHP-0426,2026-08-21 21:09:00.000000,ARRIVAL,INFO,381,PAR-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-001534,SHP-0427,2026-08-30 12:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-001535,SHP-0427,2026-08-30 20:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001536,SHP-0427,2026-08-31 04:00:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-001537,SHP-0428,2026-08-11 06:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001538,SHP-0428,2026-08-11 07:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001539,SHP-0428,2026-08-11 09:48:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-001540,SHP-0429,2026-08-20 07:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-001541,SHP-0429,2026-08-20 15:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001542,SHP-0429,2026-08-20 23:00:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-001543,SHP-0430,2026-08-13 09:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-001544,SHP-0430,2026-08-13 16:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001545,SHP-0430,2026-08-13 19:30:41.649140,TRAFFIC_DELAY,MEDIUM,266,R-012,Traffic congestion reported along shipment route.
EVT-001546,SHP-0430,2026-08-13 19:45:41.649140,ETA_UPDATE,MEDIUM,266,R-012,Estimated arrival time updated following operational disruption.
EVT-001547,SHP-0430,2026-08-13 23:56:41.649140,DISRUPTION_RESOLVED,INFO,266,R-012,Historical operational disruption resolved.
EVT-001548,SHP-0430,2026-08-14 04:20:00.000000,ARRIVAL,INFO,266,BRU-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-001549,SHP-0431,2026-08-20 13:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-001550,SHP-0431,2026-08-20 14:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001551,SHP-0431,2026-08-20 16:48:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-001552,SHP-0432,2026-08-29 11:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001553,SHP-0432,2026-08-29 14:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001554,SHP-0432,2026-08-29 15:07:29.184545,WEATHER_DISRUPTION,MEDIUM,170,R-008,Severe weather conditions affecting transport operations.
EVT-001555,SHP-0432,2026-08-29 15:22:29.184545,ETA_UPDATE,MEDIUM,170,R-008,Estimated arrival time updated following operational disruption.
EVT-001556,SHP-0432,2026-08-29 17:57:29.184545,DISRUPTION_RESOLVED,INFO,170,R-008,Historical operational disruption resolved.
EVT-001557,SHP-0432,2026-08-29 21:14:00.000000,ARRIVAL,INFO,170,MAD-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-001558,SHP-0433,2026-08-24 08:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001559,SHP-0433,2026-08-24 11:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001560,SHP-0433,2026-08-24 15:06:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-001561,SHP-0434,2026-08-26 20:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-001562,SHP-0434,2026-08-27 04:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001563,SHP-0434,2026-08-27 12:00:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-001564,SHP-0435,2026-08-01 02:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001565,SHP-0435,2026-08-01 05:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001566,SHP-0435,2026-08-01 09:06:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-001567,SHP-0436,2026-08-14 16:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001568,SHP-0436,2026-08-14 19:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001569,SHP-0436,2026-08-14 23:24:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-001570,SHP-0437,2026-08-30 15:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001571,SHP-0437,2026-08-30 16:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001572,SHP-0437,2026-08-30 18:48:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-001573,SHP-0438,2026-08-28 22:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-001574,SHP-0438,2026-08-29 01:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001575,SHP-0438,2026-08-29 05:24:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-001576,SHP-0439,2026-08-19 19:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-001577,SHP-0439,2026-08-19 22:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001578,SHP-0439,2026-08-20 02:24:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-001579,SHP-0440,2026-08-18 03:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001580,SHP-0440,2026-08-18 04:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001581,SHP-0440,2026-08-18 06:48:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-001582,SHP-0441,2026-08-01 07:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001583,SHP-0441,2026-08-01 09:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001584,SHP-0441,2026-08-01 11:48:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-001585,SHP-0442,2026-08-16 03:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001586,SHP-0442,2026-08-16 06:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001587,SHP-0442,2026-08-16 10:24:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-001588,SHP-0443,2026-08-11 03:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-001589,SHP-0443,2026-08-11 04:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001590,SHP-0443,2026-08-11 06:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-001591,SHP-0444,2026-08-24 01:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001592,SHP-0444,2026-08-24 03:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001593,SHP-0444,2026-08-24 05:48:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-001594,SHP-0445,2026-08-10 05:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001595,SHP-0445,2026-08-10 06:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001596,SHP-0445,2026-08-10 07:24:53.390129,TRAFFIC_DELAY,MEDIUM,254,R-004,Traffic congestion reported along shipment route.
EVT-001597,SHP-0445,2026-08-10 07:39:53.390129,ETA_UPDATE,MEDIUM,254,R-004,Estimated arrival time updated following operational disruption.
EVT-001598,SHP-0445,2026-08-10 11:38:53.390129,DISRUPTION_RESOLVED,INFO,254,R-004,Historical operational disruption resolved.
EVT-001599,SHP-0445,2026-08-10 13:02:00.000000,ARRIVAL,INFO,254,PAR-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-001600,SHP-0446,2026-08-01 17:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-001601,SHP-0446,2026-08-01 20:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001602,SHP-0446,2026-08-02 00:06:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-001603,SHP-0447,2026-08-06 22:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-001604,SHP-0447,2026-08-06 23:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001605,SHP-0447,2026-08-07 01:48:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-001606,SHP-0448,2026-08-18 12:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001607,SHP-0448,2026-08-18 14:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001608,SHP-0448,2026-08-18 16:48:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-001609,SHP-0449,2026-08-15 08:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001610,SHP-0449,2026-08-15 10:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001611,SHP-0449,2026-08-15 12:48:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-001612,SHP-0450,2026-08-15 08:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-001613,SHP-0450,2026-08-15 15:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001614,SHP-0450,2026-08-15 22:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-001615,SHP-0451,2026-08-14 15:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-001616,SHP-0451,2026-08-14 18:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001617,SHP-0451,2026-08-14 20:08:56.629654,WEATHER_DISRUPTION,MEDIUM,138,R-002,Severe weather conditions affecting transport operations.
EVT-001618,SHP-0451,2026-08-14 20:23:56.629654,ETA_UPDATE,MEDIUM,138,R-002,Estimated arrival time updated following operational disruption.
EVT-001619,SHP-0451,2026-08-14 22:26:56.629654,DISRUPTION_RESOLVED,INFO,138,R-002,Historical operational disruption resolved.
EVT-001620,SHP-0451,2026-08-15 00:24:00.000000,ARRIVAL,INFO,138,FRA-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-001621,SHP-0452,2026-08-01 06:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-001622,SHP-0452,2026-08-01 07:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001623,SHP-0452,2026-08-01 09:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-001624,SHP-0453,2026-08-08 08:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-001625,SHP-0453,2026-08-08 15:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001626,SHP-0453,2026-08-08 22:54:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-001627,SHP-0454,2026-08-27 12:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-001628,SHP-0454,2026-08-27 14:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001629,SHP-0454,2026-08-27 16:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-001630,SHP-0455,2026-08-05 01:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001631,SHP-0455,2026-08-05 03:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001632,SHP-0455,2026-08-05 05:48:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-001633,SHP-0456,2026-08-10 01:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001634,SHP-0456,2026-08-10 04:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001635,SHP-0456,2026-08-10 05:01:27.195013,TRAFFIC_DELAY,HIGH,360,R-007,Traffic congestion reported along shipment route.
EVT-001636,SHP-0456,2026-08-10 05:16:27.195013,ETA_UPDATE,HIGH,360,R-007,Estimated arrival time updated following operational disruption.
EVT-001637,SHP-0456,2026-08-10 11:01:27.195013,DISRUPTION_RESOLVED,INFO,360,R-007,Historical operational disruption resolved.
EVT-001638,SHP-0456,2026-08-10 14:06:00.000000,ARRIVAL,INFO,360,MAD-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-001639,SHP-0457,2026-08-04 03:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-001640,SHP-0457,2026-08-04 11:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001641,SHP-0457,2026-08-04 19:00:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-001642,SHP-0458,2026-08-11 15:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-001643,SHP-0458,2026-08-11 23:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001644,SHP-0458,2026-08-12 01:10:23.411458,WEATHER_DISRUPTION,HIGH,465,R-010,Severe weather conditions affecting transport operations.
EVT-001645,SHP-0458,2026-08-12 01:25:23.411458,ETA_UPDATE,HIGH,465,R-010,Estimated arrival time updated following operational disruption.
EVT-001646,SHP-0458,2026-08-12 08:55:23.411458,DISRUPTION_RESOLVED,INFO,465,R-010,Historical operational disruption resolved.
EVT-001647,SHP-0458,2026-08-12 14:45:00.000000,ARRIVAL,INFO,465,MAD-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-001648,SHP-0459,2026-08-13 07:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001649,SHP-0459,2026-08-13 10:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001650,SHP-0459,2026-08-13 14:06:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-001651,SHP-0460,2026-08-07 16:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-001652,SHP-0460,2026-08-07 19:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001653,SHP-0460,2026-08-07 23:24:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-001654,SHP-0461,2026-08-25 11:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001655,SHP-0461,2026-08-25 14:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001656,SHP-0461,2026-08-25 18:06:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-001657,SHP-0462,2026-08-13 01:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-001658,SHP-0462,2026-08-13 04:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001659,SHP-0462,2026-08-13 08:24:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-001660,SHP-0463,2026-08-03 10:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001661,SHP-0463,2026-08-03 13:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001662,SHP-0463,2026-08-03 17:06:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-001663,SHP-0464,2026-08-04 04:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-001664,SHP-0464,2026-08-04 07:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001665,SHP-0464,2026-08-04 11:06:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-001666,SHP-0465,2026-08-16 17:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001667,SHP-0465,2026-08-16 19:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001668,SHP-0465,2026-08-16 21:48:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-001669,SHP-0466,2026-08-26 10:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-001670,SHP-0466,2026-08-26 12:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001671,SHP-0466,2026-08-26 14:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-001672,SHP-0467,2026-08-04 07:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-001673,SHP-0467,2026-08-04 10:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001674,SHP-0467,2026-08-04 14:24:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-001675,SHP-0468,2026-08-02 07:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-001676,SHP-0468,2026-08-02 14:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001677,SHP-0468,2026-08-02 21:54:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-001678,SHP-0469,2026-08-13 06:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-001679,SHP-0469,2026-08-13 14:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001680,SHP-0469,2026-08-13 22:00:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-001681,SHP-0470,2026-08-22 19:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001682,SHP-0470,2026-08-22 21:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001683,SHP-0470,2026-08-22 23:48:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-001684,SHP-0471,2026-08-06 08:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-001685,SHP-0471,2026-08-06 10:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001686,SHP-0471,2026-08-06 12:48:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-001687,SHP-0472,2026-08-20 12:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-001688,SHP-0472,2026-08-20 19:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001689,SHP-0472,2026-08-21 02:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-001690,SHP-0473,2026-08-06 13:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-001691,SHP-0473,2026-08-06 16:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001692,SHP-0473,2026-08-06 20:06:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-001693,SHP-0474,2026-08-05 00:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-001694,SHP-0474,2026-08-05 03:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-001695,SHP-0474,2026-08-05 07:06:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-001696,SHP-0475,2026-08-23 09:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
